donde ingreso a generar un certificado de retencion?,certificado de retencion
¿Como puedo consultar la cartera de una empresa?,consulta cartera
en que opcion se consulta la cartera?,consulta cartera
en qué opción se consulta la cartera?,consulta cartera
como consulta la cartera de mi empresa?,consulta cartera
desde que parte se calcula la cartera de la empresa?,consulta cartera
como calculo la cartera de la empresa,consulta cartera
¿Cómo crear una familia en Facturación?,familias
como creo una familia,familias
como se crea una familia?,familias
desde donde se crean las familias?,familias
en que parte creo familias?,familias
desde que opcion puedo crear familias?,familias
¿Cómo crear un producto en Facturación?,productos
cómo creo productos?,productos
desde donde creo productos?,productos
en que opcion puedo agregar productos?,productos
desde que opcion se agregan los productos?,productos
¿Cómo calcular retención en ventas?,retencion de ventas
como calcular retencion de ventas?,retencion de ventas
como se calcula la retencion de venta?,retencion de ventas
desde donde ese calcula la retencion de venta?,retencion de ventas
como calcular la retencion de ventas?,retencion de ventas
¿No puedo ver el informe de inventarios?,informe inventarios no visible
no veo la opcion de informe de inventarios,informe inventarios no visible
como puedo ver el informe de inventarios,informe inventarios no visible
no me sale el informe de inventarios,informe inventarios no visible
no me aparece el boton de informe de inventarios,informe inventarios no visible
¿Cómo hacer una devolución de venta?,nota credito
como hago una devolucion?,nota credito
como hago una nota credito?,nota credito
desde donde se hacen las notas credito?,nota credito
desde donde se hacen las devoluciones?,nota credito
como puedo hacer una devolucion?,nota credito
como puedo hacer una nota credito?,nota credito
¿Cómo crear una bodega en Facturación?,bodegas
como creo una bodega?,bodegas
como creo una bodega,bodegas
desde donde se crean bodegas?,bodegas
como puedo crear una bodega?,bodegas
como se crean bodegas?,bodegas
cual es la opcion para crear bodegas,bodegas
¿Cómo crear un concepto de cargue?,cargue
como crear un cargue?,cargue
como configuro un cargue?,cargue
como se crea un concepto de cargue?,cargue
como puedo configurar un concepto de cargue?,cargue
desde que opcion se crean los cargues?,cargue
desde que opcion creo un concepto de cargue?,cargue
¿Cómo asignar el comprobante de compras?,comprobante de compras
como asigno un comprobante de compras?,comprobante de compras
como se asignan comprobantes de compras?,comprobante de compras
desde que parte se asignan comprobantes de compras,comprobante de compras
como configuro un comprobante de compras?,comprobante de compras
¿Cómo crear un concepto de descargue?,descargue
como creo un concepto de descargue?,descargue
como crear un descargue?,descargue
como se crean descargues?,descargue
como puedo crear un descargue?,descargue
en que parte se crean los descargues?,descargue
desde donde creo descargues?,descargue
como se crean los conceptos de descargues?,descargue
como puedo crear un concepto de descargue?,descargue
No permite realizar una devolución de venta,No permite nota credito
no puedo hacer una devolucion de venta,No permite nota credito
no puedo hacer una devolucion,No permite nota credito
no me deja hacer nota credito,No permite nota credito
no puedo hacer una nota credito,No permite nota credito
no me permite hacer una nota credito,No permite nota credito
no me esta dejando hacer una nota credito,No permite nota credito
no me esta permitiendo hacer una nota credito,No permite nota credito
¿Cómo asignar el comprobante de ventas?,comprobante de ventas
como se asigna un comprobante de ventas?,comprobante de ventas
desde donde asigno un comprobante de ventas?,comprobante de ventas
desde que opcion asingo comprobante de ventas?,comprobante de ventas
como puedo asignar un comprobante de ventas,comprobante de ventas
¿No puedo ver la maestra de productos?,productos no visible
no me sale ella maestra de productos,productos no visible
como ingreso a crear un producto?,productos no visible
no me permite ingresar a productos,productos no visible
no me permite ingresar a la maestra de productos?,productos no visible
no veo la opcion de productos,productos no visible
no veo la maestra de productos,productos no visible
no me sale el boton de productos,productos no visible
¿Cómo cambiar el tipo de impresión?,tipo impresion
como cambio el tipo de impresion?,tipo impresion
desde donde se cambia el tipo de impresion?,tipo impresion
como puedo modificar el tipo de impresion?,tipo impresion
como cambio la impresion?,tipo impresion
como puedo cambiar el tipo de impresion?,tipo impresion
¿Cómo asignar o cambiar la resolución de facturación?,resolucion factura
como asigno una resolucion?,resolucion factura
como cambio una resolucion de factura?,resolucion factura
como cambio una resolucion?,resolucion factura
como cambio una resolucion de factura?,resolucion factura
como modifico la resolucion de facturacion?,resolucion factura
desde donde se modifica la resolucion de factura?,resolucion factura
desde donde puedo asignar una resolucion de facturacion?,resolucion factura
¿Cómo asignar o quitar una bodega a un usuario?,bodega usuario
como le asigno una bodega a un usuario?,bodega usuario
desde donde asigno bodegas a usuarios?,bodega usuario
en que parte se asignan bodegas a usuarios?,bodega usuario
como le puedo asignar una bodega a un usuario?,bodega usuario
como le quito la bodega a un usuario?,bodega usuario
como desvinculo una bodega de un usuario?,bodega usuario
como quitar una bodega a un usuario?,bodega usuario
¿Cómo asignar el comprobante de devolución en ventas?,comprobante de nota credito
como asigno el comprobante de nota credito,comprobante de nota credito
como asigno el comprobante de devoluciones?,comprobante de nota credito
como puedo asignar un comprobante de nota credito?,comprobante de nota credito
como puedo asignar un comprobante de devolucion?,comprobante de nota credito
cual es la opcion para asignar un comprobante de devoluciones?,comprobante de nota credito
cual es la opcion para asignar un comprobante de nota credito,comprobante de nota credito
¿Cómo colocar el numero de consignación de la factura?,numero consignacion factura
como pongo el numero de consignacion de la factura,numero consignacion factura
como se pude poner el numero de consignacion de la factura?,numero consignacion factura
¿Cómo pongo el numero de consignación de la factura?,numero consignacion factura
como se pone la consignacion de factura?,numero consignacion factura
como pongo el numero de consignacion?,numero consignacion factura
¿Cómo asignar una forma de pago a un usuario?,forma pago usuario
¿Cómo asignar forma de pago a un usuario?,forma pago usuario
Cómo puedo asignar una forma de pago a un usuario?,forma pago usuario
como asigno una forma de pago a un usuario?,forma pago usuario
como se asignan formas de pago a usuarios,forma pago usuario
como asigno una forma de pago,forma pago usuario
Cómo realizar una Compra / Dcto. Equivalente Proveedor,Compra / documento equivalente
Cómo realizar una Compra,Compra / documento equivalente
Cómo realizar un dcto. Equivalente Proveedor,Compra / documento equivalente
Cómo realizar un documento Equivalente,Compra / documento equivalente
Cómo realizar una Compra,Compra / documento equivalente
como hago una compra,Compra / documento equivalente
como hago un documento equivalente?,Compra / documento equivalente
como se puede hacer una compra?,Compra / documento equivalente
desde donde puedo hacer un documento equivalente,Compra / documento equivalente
¿Cómo crear un empleado en Nómina?,empleado nomina
como crear un empleado,empleado nomina
como asigno empleados,empleado nomina
como creo un empleado en nomina?,empleado nomina
como puedo crear un empleado?,empleado nomina
como hago para crear un empleado,empleado nomina
como hago para crear un empleado en nomina,empleado nomina
como se pueden crear empleados en nomina?,empleado nomina
desde donde agrego empleados?,empleado nomina
¿Cómo generar el formato 2276?,Formato 2276
como genero el formato 2276,Formato 2276
como hago para generar el formato 2276,Formato 2276
en que opcion genero el formato 2276,Formato 2276
desde que opcion generl el formato 2276,Formato 2276
como hago para que se me genere el formato 2276,Formato 2276
desde que parte genero el formato 2276?,Formato 2276
como puedo generar el formato 2276?,Formato 2276
como hago para generar el formato 2276?,Formato 2276
como geneo el formato 2276?,Formato 2276
¿Cómo generar el formato 220?,Formato 220
como hago para generar el formato 220,Formato 220
en que opcion genero el formato 220,Formato 220
desde que opcion generl el formato 220,Formato 220
como hago para que se me genere el formato 220,Formato 220
desde que parte genero el formato 220?,Formato 220
como puedo generar el formato 220?,Formato 220
como hago para generar el formato 220?,Formato 220
como geneo el formato 220?,Formato 220
¿Cómo generar el formato 220?,Formato 220
Un empleado nuevo me esta calculando el periodo completo,error periodo pago
error al generar calculo de nomina de empleado nuevo,error periodo pago
me está calculando la nomina de un empleado mal,error periodo pago
me genera mal la nomina de un empleado nuevo,error periodo pago
me genera el periodo completo para un empleado nuevo,error periodo pago
no me esta generando bien el calculo de nomina para un empleado nuevo,error periodo pago
Un empleado nuevo esta calculando el periodo completo,error periodo pago
corregir calculo de calculo de nomina para empleado nuevo,error periodo pago
como corrijo la nomina de un empleado nuevo,error periodo pago
me genera el calculo mal para un empleado nuevo,error periodo pago
no me genera el calculo correcto para la nomina de un empelado nuevo,error periodo pago
error al calcular nomina de un empleado nuevo,error periodo pago
¿Cómo reimprimir una colilla de pago de un empleado?,reimprimir colilla empleado
Como reimprimir una colilla de pago de un empleado?,reimprimir colilla empleado
como reimprimo la colilla de pago de empleado,reimprimir colilla empleado
como se imprimen las collias de pago de empleados,reimprimir colilla empleado
imprimir colilla de pago de empleados,reimprimir colilla empleado
como imprimo una colilla de pago de un empleado?,reimprimir colilla empleado
desde donde se imprimen las colillas de empleados?,reimprimir colilla empleado
como imprimo las colillas de pago de empleados,reimprimir colilla empleado
como puedo imprimir las colillas de pago de los empleados,reimprimir colilla empleado
¿Cómo exportar la Nómina a Contabilidad?,exportar nomina
exportar nomina a contabilidad,exportar nomina
como puedo exportar nomina a contabilidad?,exportar nomina
como se exporta la nomina a contabilidad?,exportar nomina
como paso la nomina a contabilidad?,exportar nomina
como se hace para pasar a contabilidad la nomina?,exportar nomina
como hago para pasar la nomina a contabilidad?,exportar nomina
en que parto exporto la nomina a contabilidad?,exportar nomina
como exporto la nomina?,exportar nomina
desde donde exporta la nomina?,exportar nomina
como paso la nomina para la contabilidad,exportar nomina
¿Cómo agregar una novedad a un empleado?,novedades
como agrego una novedad a un empleado?,novedades
como se agregan novedades?,novedades
como agrega novedades a empleados?,novedades
como agrego un novedad?,novedades
como agrego horas extra a empleados?,novedades
como le pongo horas extra a un empleado?,novedades
como pongo una incapacidad?,novedades
como pongo incapacidad a empleados?,novedades
como le agrego una novedad a un empleado?,novedades
¿Cómo cerrar un periodo en Nómina?,cerrar periodo
como cierro periodos de nomina?,cerrar periodo
como cierro periodos en nomina?,cerrar periodo
como cierro una periodo de nomina?,cerrar periodo
desde donde cierro los periodos de nomina,cerrar periodo
como hago para cerrar un periodo de nomina,cerrar periodo
como puedo cerrar un periodo,cerrar periodo
como puedo cerrar un periodo de nomina?,cerrar periodo
How to create an identity card a nit or a document?,Cedulas / nits
How do I create a cedula?,Cedulas / nits
how are nits added?,Cedulas / nits
How do I create a new nit?,Cedulas / nits
where do they create nits from?,Cedulas / nits
How to create a cost center?,centros de costos
How do I create a cost center?,centros de costos
How are cost centers added?,centros de costos
How are cost centers added?,centros de costos
where are cost centers created?,centros de costos
where can cost centers be added?,centros de costos
How to create a proof of payment?,comprobante de pago
Where do I enter to create a receipt?,comprobante de pago
How do I create a receipt?,comprobante de pago
where are the vouchers created from?,comprobante de pago
How do I create a proof of payment?,comprobante de pago
create voucher,comprobante de pago
create proof of payment,comprobante de pago
How to assign configuration for purchase retention?,retencion de compras
How do I mark a nit with purchase withholding?,retencion de compras
How do you configure the retention of purchases?,retencion de compras
from which part is the retention of purchases configured?,retencion de compras
How do I assign a nit for purchase withholding?,retencion de compras
How do I mark a nit with purchase retention?,retencion de comrpas
I can't see the auxiliary report?,informe auxiliar no visible
where do you see the auxiliary report from?,informe auxiliar no visible
why can't i see the auxiliary report?,informe auxiliar no visible
Why can't I see the auxiliary report?,informe auxiliar no visible
auxiliary report not visible,informe auxiliar no visible
auxiliary report not visible,informe auxiliar no visible
The auxiliary report does not appear,informe auxiliar no visible
The auxiliary report option does not appear,informe auxiliar no visible
I don't get the auxiliary report button,informe auxiliar no visible
How to print a range of documents?,imprimir rango de documentos
how do you print a range of documents?,imprimir rango de documentos
print multiple documents,imprimir rango de documentos
print a range of documents,imprimir rango de documentos
can you print a range of documents?,imprimir rango de documentos
How do I print multiple documents?,imprimir rango de documentos
How do I print multiple documents?,imprimir rango de documentos
How to generate withholding certificates?,certificado de retencion
How can I generate a withholding certificate?,certificado de retencion
from where the withholding certificates are generated?,certificado de retencion
In which part can the withholding certificates be generated?,certificado de retencion
Where do I enter to generate a withholding certificate?,certificado de retencion
How can I consult the portfolio of a company?,consulta cartera
In which option is the portfolio consulted?,consulta cartera
in which option is the portfolio consulted?,consulta cartera
how to check my company's portfolio?,consulta cartera
From which part is the company's portfolio calculated?,consulta cartera
How do I calculate the portfolio of the company,consulta cartera
How to create a family in Billing?,familias
how do i create a family,familias
how do you create a family?,familias
from where families are created?,familias
In which part do I create families?,familias
From which option can I create families?,familias
How to create a product in Billing?,productos
how do i create products?,productos
from where do I create products?,productos
In which option can I add products?,productos
From which option are the products added?,productos
How to calculate sales retention?,retencion de ventas
how to calculate sales retention?,retencion de ventas
How is the retention of sale calculated?,retencion de ventas
from where does it calculate the sales retention?,retencion de ventas
how to calculate sales retention?,retencion de ventas
I can't see the inventory report?,informe inventarios no visible
I don't see the inventory report option,informe inventarios no visible
How can I see the inventory report,informe inventarios no visible
I don't get the inventory report,informe inventarios no visible
The inventory report button does not appear,informe inventarios no visible
How to make a sale return?,nota credito
How do I make a return?,nota credito
How do I make a credit note?,nota credito
from where are the credit notes made?,nota credito
From where are the returns made?,nota credito
How can I make a refund?,nota credito
How can I make a credit note?,nota credito
How to create a warehouse in Billing?,bodegas
How do I create a winery?,bodegas
how do I create a winery,bodegas
from where are wineries created?,bodegas
How can I create a winery?,bodegas
how are wineries created?,bodegas
What is the option to create warehouses,bodegas
How to create a cargo concept?,cargue
how to create a load?,cargue
How do I configure a charge?,cargue
how to create a cargo concept?,cargue
How can I configure a load concept?,cargue
From which option are the loads created?,cargue
from which option do I create a concept of loading?,cargue
How to assign the purchase receipt?,comprobante de compras
How do I assign a purchase receipt?,comprobante de compras
How are purchase receipts assigned?,comprobante de compras
from which part purchase receipts are assigned,comprobante de compras
How do I set up a proof of purchase?,comprobante de compras
How to create a download concept?,descargue
How do I create a download concept?,descargue
how to create a download?,descargue
how downloads are created?,descargue
How can I create a download?,descargue
in which part are the downloads created?,descargue
from where I think you download?,descargue
How are download concepts created?,descargue
How can I create a download concept?,descargue
It does not allow a sale return,No permite nota credito
I can not make a return of sale,No permite nota credito
I can not make a return,No permite nota credito
it does not let me make a credit note,No permite nota credito
I can not make a credit note,No permite nota credito
It does not allow me to make a credit note,No permite nota credito
It is not letting me make a credit note,No permite nota credito
It is not allowing me to make a credit note,No permite nota credito
How to assign the sales receipt?,comprobante de ventas
How is a sales receipt assigned?,comprobante de ventas
from where do I assign a sales receipt?,comprobante de ventas
From which option do I assign proof of sales?,comprobante de ventas
How can I assign a sales receipt,comprobante de ventas
I can't see the product master?,productos no visible
I don't get her product master,productos no visible
How to enter to create a product?,productos no visible
It does not allow me to enter products,productos no visible
It does not allow me to enter the product master?,productos no visible
I do not see the option of products,productos no visible
I don't see the product master,productos no visible
I don't get the product button,productos no visible
How to change the print type?,tipo impresion
How do I change the print type?,tipo impresion
from where the type of impression is changed?,tipo impresion
How can I change the printing type?,tipo impresion
How do I change the impression?,tipo impresion
How can I change the print type?,tipo impresion
How to assign or change the billing resolution?,resolucion factura
How do I assign a resolution?,resolucion factura
How do I change an invoice resolution?,resolucion factura
How do I change a resolution?,resolucion factura
How do I change an invoice resolution?,resolucion factura
How do I change the billing resolution?,resolucion factura
from where the invoice resolution is modified?,resolucion factura
from where can I assign a billing resolution?,resolucion factura
How to assign or remove a warehouse to a user?,bodega usuario
How do I assign a warehouse to a user?,bodega usuario
From where do I assign warehouses to users?,bodega usuario
in which part are warehouses assigned to users?,bodega usuario
How can I assign a warehouse to a user?,bodega usuario
How do I remove the warehouse from a user?,bodega usuario
How do I unlink a winery from a user?,bodega usuario
how to remove a hold from a user?,bodega usuario
How to assign the return receipt in sales?,comprobante de nota credito
How do I assign the credit note voucher,comprobante de nota credito
How do I assign the return receipt?,comprobante de nota credito
How can I assign a credit note voucher?,comprobante de nota credito
How can I assign a return receipt?,comprobante de nota credito
What is the option to assign a return receipt?,comprobante de nota credito
What is the option to assign a credit note voucher,comprobante de nota credito
How to place the invoice consignment number?,numero consignacion factura
How do I put the invoice consignment number,numero consignacion factura
How can I put the invoice consignment number?,numero consignacion factura
How do I put the invoice consignment number?,numero consignacion factura
How do you put the invoice consignment?,numero consignacion factura
How do I put the consignment number?,numero consignacion factura
How to assign a payment method to a user?,forma pago usuario
How to assign payment method to a user?,forma pago usuario
How can I assign a payment method to a user?,forma pago usuario
How do I assign a payment method to a user?,forma pago usuario
how payment methods are assigned to users,forma pago usuario
How do I assign a payment method,forma pago usuario
How to make a Purchase / Dcto. Equivalent Vendor,Compra / documento equivalente
How to make a Purchase,Compra / documento equivalente
How to make a discount Equivalent Vendor,Compra / documento equivalente
How to make an Equivalent document,Compra / documento equivalente
How to make a Purchase,Compra / documento equivalente
How do I make a purchase?,Compra / documento equivalente
How do I make an equivalent document?,Compra / documento equivalente
How can you make a purchase?,Compra / documento equivalente
from where I can make an equivalent document,Compra / documento equivalente
How to create an employee in Payroll?,empleado nomina
how to create an employee,empleado nomina
how do i assign employees,empleado nomina
How do I create an employee on payroll?,empleado nomina
How can I create an employee?,empleado nomina
How do I create an employee,empleado nomina
How do I create an employee in payroll,empleado nomina
how can you create employees in payroll?,empleado nomina
from where do I add employees?,empleado nomina
How to generate the 2276 format?,Formato 2276
How do I generate the 2276 format,Formato 2276
How do I generate the 2276 format,Formato 2276
In which option do I generate the 2276 format,Formato 2276
since which option generates the format 2276,Formato 2276
How do I get the format 2276 to be generated?,Formato 2276
From which part do I generate the 2276 format?,Formato 2276
How can I generate the 2276 format?,Formato 2276
How do I generate the 2276 format?,Formato 2276
How do I generate the 2276 format?,Formato 2276
How to generate the 220 format?,Formato 220
How do I generate the 220 format,Formato 220
In which option do I generate the 220 format,Formato 220
since which option generates the format 220,Formato 220
How do I get the format 220 to be generated?,Formato 220
From which part did I generate the 220 format?,Formato 220
How can I generate the 220 format?,Formato 220
How do I generate the 220 format?,Formato 220
How do I generate the 220 format?,Formato 220
How to generate the 220 format?,Formato 220
A new employee is calculating the full period for me,error periodo pago
error when generating new employee payroll calculation,error periodo pago
You are calculating the payroll of an employee wrong,error periodo pago
The payroll of a new employee generates me wrong,error periodo pago
It generates the full period for a new employee,error periodo pago
The payroll calculation for a new employee is not generating correctly,error periodo pago
A new employee is calculating the full period,error periodo pago
correct payroll calculation for new employee,error periodo pago
How do I correct the payroll of a new employee,error periodo pago
It generates the wrong calculation for a new employee,error periodo pago
It does not generate the correct calculation for the payroll of a new employee,error periodo pago
error calculating payroll of a new employee,error periodo pago
How to reprint an employee pay stub?,reimprimir colilla empleado
How to reprint an employee pay stub?,reimprimir colilla empleado
How do I reprint the employee pay stub,reimprimir colilla empleado
how to print the employee pay slips,reimprimir colilla empleado
print employee pay stub,reimprimir colilla empleado
How do I print an employee pay stub?,reimprimir colilla empleado
where are the employee stubs printed from?,reimprimir colilla empleado
How do I print employee pay stubs,reimprimir colilla empleado
How can I print the employee pay stubs,reimprimir colilla empleado
How to export Payroll to Accounting?,exportar nomina
export payroll to accounting,exportar nomina
How can I export payroll to accounting?,exportar nomina
How is the payroll exported to accounting?,exportar nomina
How do I pass the payroll to accounting?,exportar nomina
How do you pass the payroll to accounting?,exportar nomina
How do I pass the payroll to accounting?,exportar nomina
In which part do I export the payroll to accounting?,exportar nomina
How do I export the payroll?,exportar nomina
where do you export the payroll from?,exportar nomina
How do I pass the payroll for accounting,exportar nomina
How to add a news to an employee?,novedades
How do I add a news to an employee?,novedades
how do you add news?,novedades
how do you add news to employees?,novedades
How do I add a novelty?,novedades
How do I add extra hours to employees?,novedades
How do I put an employee overtime?,novedades
How do I put a disability?,novedades
How do I leave employees disabled?,novedades
How do I add a new item to an employee?,novedades
How to close a period in Payroll?,cerrar periodo
How do I close payroll periods?,cerrar periodo
How do I close periods in payroll?,cerrar periodo
How do I close a payroll period?,cerrar periodo
from where I close the payroll periods,cerrar periodo
How do I close a payroll period,cerrar periodo
How can I close a period,cerrar periodo
How can I close a payroll period?,cerrar periodo
